date,Country/Region,Confirmed,Deaths,Recovered,Active,share_of_last_week,percentage
2020-01-22,New Mexico,0,0,0,0,0.0,0.0
2020-01-22,New York,0,0,0,0,0.0,0.0
2020-01-22,North Carolina,0,0,0,0,0.0,0.0
2020-01-22,North Dakota,0,0,0,0,0.0,0.0
2020-01-22,Northern Mariana Islands,0,0,0,0,0.0,0.0
2020-01-22,Ohio,0,0,0,0,0.0,0.0
2020-01-22,Oklahoma,0,0,0,0,0.0,0.0
2020-01-22,Oregon,0,0,0,0,0.0,0.0
2020-01-22,Pennsylvania,0,0,0,0,0.0,0.0
2020-01-22,Puerto Rico,0,0,0,0,0.0,0.0
2020-01-22,Recovered,0,0,0,0,0.0,0.0
2020-01-22,Rhode Island,0,0,0,0,0.0,0.0
2020-01-22,South Carolina,0,0,0,0,0.0,0.0
2020-01-22,South Dakota,0,0,0,0,0.0,0.0
2020-01-22,Tennessee,0,0,0,0,0.0,0.0
2020-01-22,Texas,0,0,0,0,0.0,0.0
2020-01-22,Utah,0,0,0,0,0.0,0.0
2020-01-22,Vermont,0,0,0,0,0.0,0.0
2020-01-22,Virgin Islands,0,0,0,0,0.0,0.0
2020-01-22,Virginia,0,0,0,0,0.0,0.0
2020-01-22,Washington,1,0,0,1,100.0,100.0
2020-01-22,West Virginia,0,0,0,0,0.0,0.0
2020-01-22,Wisconsin,0,0,0,0,0.0,0.0
2020-01-22,Wyoming,0,0,0,0,0.0,0.0
2020-01-23,Alabama,0,0,0,0,0.0,0.0
2020-01-23,Alaska,0,0,0,0,0.0,0.0
2020-01-23,American Samoa,0,0,0,0,0.0,0.0
2020-01-23,Arizona,0,0,0,0,0.0,0.0
2020-01-23,Arkansas,0,0,0,0,0.0,0.0
2020-01-23,California,0,0,0,0,0.0,0.0
2020-01-23,Colorado,0,0,0,0,0.0,0.0
2020-01-23,Connecticut,0,0,0,0,0.0,0.0
2020-01-23,Delaware,0,0,0,0,0.0,0.0
2020-01-23,Diamond Princess,0,0,0,0,0.0,0.0
2020-01-23,District of Columbia,0,0,0,0,0.0,0.0
2020-01-23,Florida,0,0,0,0,0.0,0.0
2020-01-23,Georgia,0,0,0,0,0.0,0.0
2020-01-23,Grand Princess,0,0,0,0,0.0,0.0
2020-01-23,Guam,0,0,0,0,0.0,0.0
2020-01-23,Hawaii,0,0,0,0,0.0,0.0
2020-01-23,Idaho,0,0,0,0,0.0,0.0
2020-01-23,Illinois,0,0,0,0,0.0,0.0
2020-01-23,Indiana,0,0,0,0,0.0,0.0
2020-01-23,Iowa,0,0,0,0,0.0,0.0
2020-01-23,Kansas,0,0,0,0,0.0,0.0
2020-01-23,Kentucky,0,0,0,0,0.0,0.0
2020-01-23,Louisiana,0,0,0,0,0.0,0.0
2020-01-23,Maine,0,0,0,0,0.0,0.0
2020-01-23,Maryland,0,0,0,0,0.0,0.0
2020-01-23,Massachusetts,0,0,0,0,0.0,0.0
2020-01-23,Michigan,0,0,0,0,0.0,0.0
2020-01-23,Minnesota,0,0,0,0,0.0,0.0
2020-01-23,Mississippi,0,0,0,0,0.0,0.0
2020-01-23,Missouri,0,0,0,0,0.0,0.0
2020-01-23,Montana,0,0,0,0,0.0,0.0
2020-01-23,Nebraska,0,0,0,0,0.0,0.0
2020-01-23,Nevada,0,0,0,0,0.0,0.0
2020-01-23,New Hampshire,0,0,0,0,0.0,0.0
2020-01-23,New Jersey,0,0,0,0,0.0,0.0
2020-01-23,New Mexico,0,0,0,0,0.0,0.0
2020-01-23,New York,0,0,0,0,0.0,0.0
2020-01-23,North Carolina,0,0,0,0,0.0,0.0
2020-01-23,North Dakota,0,0,0,0,0.0,0.0
2020-01-23,Northern Mariana Islands,0,0,0,0,0.0,0.0
2020-01-23,Ohio,0,0,0,0,0.0,0.0
2020-01-23,Oklahoma,0,0,0,0,0.0,0.0
2020-01-23,Oregon,0,0,0,0,0.0,0.0
2020-01-23,Pennsylvania,0,0,0,0,0.0,0.0
2020-01-23,Puerto Rico,0,0,0,0,0.0,0.0
2020-01-23,Recovered,0,0,0,0,0.0,0.0
2020-01-23,Rhode Island,0,0,0,0,0.0,0.0
2020-01-23,South Carolina,0,0,0,0,0.0,0.0
2020-01-23,South Dakota,0,0,0,0,0.0,0.0
2020-01-23,Tennessee,0,0,0,0,0.0,0.0
2020-01-23,Texas,0,0,0,0,0.0,0.0
2020-01-23,Utah,0,0,0,0,0.0,0.0
2020-01-23,Vermont,0,0,0,0,0.0,0.0
2020-01-23,Virgin Islands,0,0,0,0,0.0,0.0
2020-01-23,Virginia,0,0,0,0,0.0,0.0
2020-01-23,Washington,1,0,0,1,100.0,100.0
2020-01-23,West Virginia,0,0,0,0,0.0,0.0
2020-01-23,Wisconsin,0,0,0,0,0.0,0.0
2020-01-23,Wyoming,0,0,0,0,0.0,0.0
2020-01-24,Alabama,0,0,0,0,0.0,0.0
2020-01-24,Alaska,0,0,0,0,0.0,0.0
2020-01-24,American Samoa,0,0,0,0,0.0,0.0
2020-01-24,Arizona,0,0,0,0,0.0,0.0
2020-01-24,Arkansas,0,0,0,0,0.0,0.0
2020-01-24,California,0,0,0,0,0.0,0.0
2020-01-24,Colorado,0,0,0,0,0.0,0.0
2020-01-24,Connecticut,0,0,0,0,0.0,0.0
2020-01-24,Delaware,0,0,0,0,0.0,0.0
2020-01-24,Diamond Princess,0,0,0,0,0.0,0.0
2020-01-24,District of Columbia,0,0,0,0,0.0,0.0
2020-01-24,Florida,0,0,0,0,0.0,0.0
2020-01-24,Georgia,0,0,0,0,0.0,0.0
2020-01-24,Grand Princess,0,0,0,0,0.0,0.0
2020-01-24,Guam,0,0,0,0,0.0,0.0
2020-01-24,Hawaii,0,0,0,0,0.0,0.0
2020-01-24,Idaho,0,0,0,0,0.0,0.0
2020-01-24,Illinois,1,0,0,1,100.0,100.0
2020-01-24,Indiana,0,0,0,0,0.0,0.0
2020-01-24,Iowa,0,0,0,0,0.0,0.0
2020-01-24,Kansas,0,0,0,0,0.0,0.0
2020-01-24,Kentucky,0,0,0,0,0.0,0.0
2020-01-24,Louisiana,0,0,0,0,0.0,0.0
2020-01-24,Maine,0,0,0,0,0.0,0.0
2020-01-24,Maryland,0,0,0,0,0.0,0.0
2020-01-24,Massachusetts,0,0,0,0,0.0,0.0
2020-01-24,Michigan,0,0,0,0,0.0,0.0
2020-01-24,Minnesota,0,0,0,0,0.0,0.0
2020-01-24,Mississippi,0,0,0,0,0.0,0.0
2020-01-24,Missouri,0,0,0,0,0.0,0.0
2020-01-24,Montana,0,0,0,0,0.0,0.0
2020-01-24,Nebraska,0,0,0,0,0.0,0.0
2020-01-24,Nevada,0,0,0,0,0.0,0.0
2020-01-24,New Hampshire,0,0,0,0,0.0,0.0
2020-01-24,New Jersey,0,0,0,0,0.0,0.0
2020-01-24,New Mexico,0,0,0,0,0.0,0.0
2020-01-24,New York,0,0,0,0,0.0,0.0
2020-01-24,North Carolina,0,0,0,0,0.0,0.0
2020-01-24,North Dakota,0,0,0,0,0.0,0.0
2020-01-24,Northern Mariana Islands,0,0,0,0,0.0,0.0
2020-01-24,Ohio,0,0,0,0,0.0,0.0
2020-01-24,Oklahoma,0,0,0,0,0.0,0.0
2020-01-24,Oregon,0,0,0,0,0.0,0.0
2020-01-24,Pennsylvania,0,0,0,0,0.0,0.0
2020-01-24,Puerto Rico,0,0,0,0,0.0,0.0
2020-01-24,Recovered,0,0,0,0,0.0,0.0
2020-01-24,Rhode Island,0,0,0,0,0.0,0.0
2020-01-24,South Carolina,0,0,0,0,0.0,0.0
2020-01-24,South Dakota,0,0,0,0,0.0,0.0
2020-01-24,Tennessee,0,0,0,0,0.0,0.0
2020-01-24,Texas,0,0,0,0,0.0,0.0
2020-01-24,Utah,0,0,0,0,0.0,0.0
2020-01-24,Vermont,0,0,0,0,0.0,0.0
2020-01-24,Virgin Islands,0,0,0,0,0.0,0.0
2020-01-24,Virginia,0,0,0,0,0.0,0.0
2020-01-24,Washington,1,0,0,1,100.0,100.0
2020-01-24,West Virginia,0,0,0,0,0.0,0.0
2020-01-24,Wisconsin,0,0,0,0,0.0,0.0
2020-01-24,Wyoming,0,0,0,0,0.0,0.0
2020-01-25,Alabama,0,0,0,0,0.0,0.0
2020-01-25,Alaska,0,0,0,0,0.0,0.0
2020-01-25,American Samoa,0,0,0,0,0.0,0.0
2020-01-25,Arizona,0,0,0,0,0.0,0.0
2020-01-25,Arkansas,0,0,0,0,0.0,0.0
2020-01-25,California,0,0,0,0,0.0,0.0
2020-01-25,Colorado,0,0,0,0,0.0,0.0
2020-01-25,Connecticut,0,0,0,0,0.0,0.0
2020-01-25,Delaware,0,0,0,0,0.0,0.0
2020-01-25,Diamond Princess,0,0,0,0,0.0,0.0
2020-01-25,District of Columbia,0,0,0,0,0.0,0.0
2020-01-25,Florida,0,0,0,0,0.0,0.0
2020-01-25,Georgia,0,0,0,0,0.0,0.0
2020-01-25,Grand Princess,0,0,0,0,0.0,0.0
2020-01-25,Guam,0,0,0,0,0.0,0.0
2020-01-25,Hawaii,0,0,0,0,0.0,0.0
2020-01-25,Idaho,0,0,0,0,0.0,0.0
2020-01-25,Illinois,1,0,0,1,100.0,100.0
2020-01-25,Indiana,0,0,0,0,0.0,0.0
2020-01-25,Iowa,0,0,0,0,0.0,0.0
2020-01-25,Kansas,0,0,0,0,0.0,0.0
2020-01-25,Kentucky,0,0,0,0,0.0,0.0
2020-01-25,Louisiana,0,0,0,0,0.0,0.0
2020-01-25,Maine,0,0,0,0,0.0,0.0
2020-01-25,Maryland,0,0,0,0,0.0,0.0
2020-01-25,Massachusetts,0,0,0,0,0.0,0.0
2020-01-25,Michigan,0,0,0,0,0.0,0.0
2020-01-25,Minnesota,0,0,0,0,0.0,0.0
2020-01-25,Mississippi,0,0,0,0,0.0,0.0
2020-01-25,Missouri,0,0,0,0,0.0,0.0
2020-01-25,Montana,0,0,0,0,0.0,0.0
2020-01-25,Nebraska,0,0,0,0,0.0,0.0
2020-01-25,Nevada,0,0,0,0,0.0,0.0
2020-01-25,New Hampshire,0,0,0,0,0.0,0.0
2020-01-25,New Jersey,0,0,0,0,0.0,0.0
2020-01-25,New Mexico,0,0,0,0,0.0,0.0
2020-01-25,New York,0,0,0,0,0.0,0.0
2020-01-25,North Carolina,0,0,0,0,0.0,0.0
2020-01-25,North Dakota,0,0,0,0,0.0,0.0
2020-01-25,Northern Mariana Islands,0,0,0,0,0.0,0.0
2020-01-25,Ohio,0,0,0,0,0.0,0.0
2020-01-25,Oklahoma,0,0,0,0,0.0,0.0
2020-01-25,Oregon,0,0,0,0,0.0,0.0
2020-01-25,Pennsylvania,0,0,0,0,0.0,0.0
2020-01-25,Puerto Rico,0,0,0,0,0.0,0.0
2020-01-25,Recovered,0,0,0,0,0.0,0.0
2020-01-25,Rhode Island,0,0,0,0,0.0,0.0
2020-01-25,South Carolina,0,0,0,0,0.0,0.0
2020-01-25,South Dakota,0,0,0,0,0.0,0.0
2020-01-25,Tennessee,0,0,0,0,0.0,0.0
2020-01-25,Texas,0,0,0,0,0.0,0.0
2020-01-25,Utah,0,0,0,0,0.0,0.0
2020-01-25,Vermont,0,0,0,0,0.0,0.0
2020-01-25,Virgin Islands,0,0,0,0,0.0,0.0
2020-01-25,Virginia,0,0,0,0,0.0,0.0
2020-01-25,Washington,1,0,0,1,100.0,100.0
2020-01-25,West Virginia,0,0,0,0,0.0,0.0
2020-01-25,Wisconsin,0,0,0,0,0.0,0.0
2020-01-25,Wyoming,0,0,0,0,0.0,0.0
2020-01-26,Alabama,0,0,0,0,0.0,0.0
2020-01-26,Alaska,0,0,0,0,0.0,0.0
2020-01-26,American Samoa,0,0,0,0,0.0,0.0
2020-01-26,Arizona,1,0,0,1,100.0,100.0
2020-01-26,Arkansas,0,0,0,0,0.0,0.0
2020-01-26,California,2,0,0,2,100.0,100.0
2020-01-26,Colorado,0,0,0,0,0.0,0.0
2020-01-26,Connecticut,0,0,0,0,0.0,0.0
2020-01-26,Delaware,0,0,0,0,0.0,0.0
2020-01-26,Diamond Princess,0,0,0,0,0.0,0.0
2020-01-26,District of Columbia,0,0,0,0,0.0,0.0
2020-01-26,Florida,0,0,0,0,0.0,0.0
2020-01-26,Georgia,0,0,0,0,0.0,0.0
2020-01-26,Grand Princess,0,0,0,0,0.0,0.0
2020-01-26,Guam,0,0,0,0,0.0,0.0
2020-01-26,Hawaii,0,0,0,0,0.0,0.0
2020-01-26,Idaho,0,0,0,0,0.0,0.0
2020-01-26,Illinois,1,0,0,1,100.0,100.0
2020-01-26,Indiana,0,0,0,0,0.0,0.0
2020-01-26,Iowa,0,0,0,0,0.0,0.0
2020-01-26,Kansas,0,0,0,0,0.0,0.0
2020-01-26,Kentucky,0,0,0,0,0.0,0.0
2020-01-26,Louisiana,0,0,0,0,0.0,0.0
2020-01-26,Maine,0,0,0,0,0.0,0.0
2020-01-26,Maryland,0,0,0,0,0.0,0.0
2020-01-26,Massachusetts,0,0,0,0,0.0,0.0
2020-01-26,Michigan,0,0,0,0,0.0,0.0
2020-01-26,Minnesota,0,0,0,0,0.0,0.0
2020-01-26,Mississippi,0,0,0,0,0.0,0.0
2020-01-26,Missouri,0,0,0,0,0.0,0.0
2020-01-26,Montana,0,0,0,0,0.0,0.0
2020-01-26,Nebraska,0,0,0,0,0.0,0.0
2020-01-26,Nevada,0,0,0,0,0.0,0.0
2020-01-26,New Hampshire,0,0,0,0,0.0,0.0
2020-01-26,New Jersey,0,0,0,0,0.0,0.0
2020-01-26,New Mexico,0,0,0,0,0.0,0.0
2020-01-26,New York,0,0,0,0,0.0,0.0
2020-01-26,North Carolina,0,0,0,0,0.0,0.0
2020-01-26,North Dakota,0,0,0,0,0.0,0.0
2020-01-26,Northern Mariana Islands,0,0,0,0,0.0,0.0
2020-01-26,Ohio,0,0,0,0,0.0,0.0
2020-01-26,Oklahoma,0,0,0,0,0.0,0.0
2020-01-26,Oregon,0,0,0,0,0.0,0.0
2020-01-26,Pennsylvania,0,0,0,0,0.0,0.0
2020-01-26,Puerto Rico,0,0,0,0,0.0,0.0
2020-01-26,Recovered,0,0,0,0,0.0,0.0
2020-01-26,Rhode Island,0,0,0,0,0.0,0.0
2020-01-26,South Carolina,0,0,0,0,0.0,0.0
2020-01-26,South Dakota,0,0,0,0,0.0,0.0
2020-01-26,Tennessee,0,0,0,0,0.0,0.0
2020-01-26,Texas,0,0,0,0,0.0,0.0
2020-01-26,Utah,0,0,0,0,0.0,0.0
2020-01-26,Vermont,0,0,0,0,0.0,0.0
2020-01-26,Virgin Islands,0,0,0,0,0.0,0.0
2020-01-26,Virginia,0,0,0,0,0.0,0.0
2020-01-26,Washington,1,0,0,1,100.0,100.0
2020-01-26,West Virginia,0,0,0,0,0.0,0.0
2020-01-26,Wisconsin,0,0,0,0,0.0,0.0
2020-01-26,Wyoming,0,0,0,0,0.0,0.0
2020-01-27,Alabama,0,0,0,0,0.0,0.0
2020-01-27,Alaska,0,0,0,0,0.0,0.0
2020-01-27,American Samoa,0,0,0,0,0.0,0.0
2020-01-27,Arizona,1,0,0,1,100.0,100.0
2020-01-27,Arkansas,0,0,0,0,0.0,0.0
2020-01-27,California,2,0,0,2,100.0,100.0
2020-01-27,Colorado,0,0,0,0,0.0,0.0
2020-01-27,Connecticut,0,0,0,0,0.0,0.0
2020-01-27,Delaware,0,0,0,0,0.0,0.0
2020-01-27,Diamond Princess,0,0,0,0,0.0,0.0
2020-01-27,District of Columbia,0,0,0,0,0.0,0.0
2020-01-27,Florida,0,0,0,0,0.0,0.0
2020-01-27,Georgia,0,0,0,0,0.0,0.0
2020-01-27,Grand Princess,0,0,0,0,0.0,0.0
2020-01-27,Guam,0,0,0,0,0.0,0.0
2020-01-27,Hawaii,0,0,0,0,0.0,0.0
2020-01-27,Idaho,0,0,0,0,0.0,0.0
2020-01-27,Illinois,1,0,0,1,100.0,100.0
2020-01-27,Indiana,0,0,0,0,0.0,0.0
2020-01-27,Iowa,0,0,0,0,0.0,0.0
2020-01-27,Kansas,0,0,0,0,0.0,0.0
2020-01-27,Kentucky,0,0,0,0,0.0,0.0
2020-01-27,Louisiana,0,0,0,0,0.0,0.0
2020-01-27,Maine,0,0,0,0,0.0,0.0
2020-01-27,Maryland,0,0,0,0,0.0,0.0
2020-01-27,Massachusetts,0,0,0,0,0.0,0.0
2020-01-27,Michigan,0,0,0,0,0.0,0.0
2020-01-27,Minnesota,0,0,0,0,0.0,0.0
2020-01-27,Mississippi,0,0,0,0,0.0,0.0
2020-01-27,Missouri,0,0,0,0,0.0,0.0
2020-01-27,Montana,0,0,0,0,0.0,0.0
2020-01-27,Nebraska,0,0,0,0,0.0,0.0
2020-01-27,Nevada,0,0,0,0,0.0,0.0
2020-01-27,New Hampshire,0,0,0,0,0.0,0.0
2020-01-27,New Jersey,0,0,0,0,0.0,0.0
2020-01-27,New Mexico,0,0,0,0,0.0,0.0
2020-01-27,New York,0,0,0,0,0.0,0.0
2020-01-27,North Carolina,0,0,0,0,0.0,0.0
2020-01-27,North Dakota,0,0,0,0,0.0,0.0
2020-01-27,Northern Mariana Islands,0,0,0,0,0.0,0.0
2020-01-27,Ohio,0,0,0,0,0.0,0.0
2020-01-27,Oklahoma,0,0,0,0,0.0,0.0
2020-01-27,Oregon,0,0,0,0,0.0,0.0
2020-01-27,Pennsylvania,0,0,0,0,0.0,0.0
2020-01-27,Puerto Rico,0,0,0,0,0.0,0.0
2020-01-27,Recovered,0,0,0,0,0.0,0.0
2020-01-27,Rhode Island,0,0,0,0,0.0,0.0
2020-01-27,South Carolina,0,0,0,0,0.0,0.0
2020-01-27,South Dakota,0,0,0,0,0.0,0.0
2020-01-27,Tennessee,0,0,0,0,0.0,0.0
2020-01-27,Texas,0,0,0,0,0.0,0.0
2020-01-27,Utah,0,0,0,0,0.0,0.0
2020-01-27,Vermont,0,0,0,0,0.0,0.0
2020-01-27,Virgin Islands,0,0,0,0,0.0,0.0
2020-01-27,Virginia,0,0,0,0,0.0,0.0
2020-01-27,Washington,1,0,0,1,100.0,100.0
2020-01-27,West Virginia,0,0,0,0,0.0,0.0
2020-01-27,Wisconsin,0,0,0,0,0.0,0.0
2020-01-27,Wyoming,0,0,0,0,0.0,0.0
2020-01-28,Alabama,0,0,0,0,0.0,0.0
2020-01-28,Alaska,0,0,0,0,0.0,0.0
2020-01-28,American Samoa,0,0,0,0,0.0,0.0
2020-01-28,Arizona,1,0,0,1,100.0,100.0
2020-01-28,Arkansas,0,0,0,0,0.0,0.0
2020-01-28,California,2,0,0,2,100.0,100.0
2020-01-28,Colorado,0,0,0,0,0.0,0.0
2020-01-28,Connecticut,0,0,0,0,0.0,0.0
2020-01-28,Delaware,0,0,0,0,0.0,0.0
2020-01-28,Diamond Princess,0,0,0,0,0.0,0.0
2020-01-28,District of Columbia,0,0,0,0,0.0,0.0
2020-01-28,Florida,0,0,0,0,0.0,0.0
2020-01-28,Georgia,0,0,0,0,0.0,0.0
2020-01-28,Grand Princess,0,0,0,0,0.0,0.0
2020-01-28,Guam,0,0,0,0,0.0,0.0
2020-01-28,Hawaii,0,0,0,0,0.0,0.0
2020-01-28,Idaho,0,0,0,0,0.0,0.0
2020-01-28,Illinois,1,0,0,1,100.0,100.0
2020-01-28,Indiana,0,0,0,0,0.0,0.0
2020-01-28,Iowa,0,0,0,0,0.0,0.0
2020-01-28,Kansas,0,0,0,0,0.0,0.0
2020-01-28,Kentucky,0,0,0,0,0.0,0.0
2020-01-28,Louisiana,0,0,0,0,0.0,0.0
2020-01-28,Maine,0,0,0,0,0.0,0.0
2020-01-28,Maryland,0,0,0,0,0.0,0.0
2020-01-28,Massachusetts,0,0,0,0,0.0,0.0
2020-01-28,Michigan,0,0,0,0,0.0,0.0
2020-01-28,Minnesota,0,0,0,0,0.0,0.0
2020-01-28,Mississippi,0,0,0,0,0.0,0.0
2020-01-28,Missouri,0,0,0,0,0.0,0.0
2020-01-28,Montana,0,0,0,0,0.0,0.0
2020-01-28,Nebraska,0,0,0,0,0.0,0.0
2020-01-28,Nevada,0,0,0,0,0.0,0.0
2020-01-28,New Hampshire,0,0,0,0,0.0,0.0
2020-01-28,New Jersey,0,0,0,0,0.0,0.0
2020-01-28,New Mexico,0,0,0,0,0.0,0.0
2020-01-28,New York,0,0,0,0,0.0,0.0
2020-01-28,North Carolina,0,0,0,0,0.0,0.0
2020-01-28,North Dakota,0,0,0,0,0.0,0.0
2020-01-28,Northern Mariana Islands,0,0,0,0,0.0,0.0
2020-01-28,Ohio,0,0,0,0,0.0,0.0
2020-01-28,Oklahoma,0,0,0,0,0.0,0.0
2020-01-28,Oregon,0,0,0,0,0.0,0.0
2020-01-28,Pennsylvania,0,0,0,0,0.0,0.0
2020-01-28,Puerto Rico,0,0,0,0,0.0,0.0
2020-01-28,Recovered,0,0,0,0,0.0,0.0
2020-01-28,Rhode Island,0,0,0,0,0.0,0.0
2020-01-28,South Carolina,0,0,0,0,0.0,0.0
2020-01-28,South Dakota,0,0,0,0,0.0,0.0
2020-01-28,Tennessee,0,0,0,0,0.0,0.0
2020-01-28,Texas,0,0,0,0,0.0,0.0
2020-01-28,Utah,0,0,0,0,0.0,0.0
2020-01-28,Vermont,0,0,0,0,0.0,0.0
2020-01-28,Virgin Islands,0,0,0,0,0.0,0.0
2020-01-28,Virginia,0,0,0,0,0.0,0.0
2020-01-28,Washington,1,0,0,1,100.0,100.0
2020-01-28,West Virginia,0,0,0,0,0.0,0.0
2020-01-28,Wisconsin,0,0,0,0,0.0,0.0
2020-01-28,Wyoming,0,0,0,0,0.0,0.0
2020-01-29,Alabama,0,0,0,0,0.0,0.0
2020-01-29,Alaska,0,0,0,0,0.0,0.0
2020-01-29,American Samoa,0,0,0,0,0.0,0.0
2020-01-29,Arizona,1,0,0,1,100.0,100.0
2020-01-29,Arkansas,0,0,0,0,0.0,0.0
2020-01-29,California,2,0,0,2,100.0,100.0
2020-01-29,Colorado,0,0,0,0,0.0,0.0
2020-01-29,Connecticut,0,0,0,0,0.0,0.0
2020-01-29,Delaware,0,0,0,0,0.0,0.0
2020-01-29,Diamond Princess,0,0,0,0,0.0,0.0
2020-01-29,District of Columbia,0,0,0,0,0.0,0.0
2020-01-29,Florida,0,0,0,0,0.0,0.0
2020-01-29,Georgia,0,0,0,0,0.0,0.0
2020-01-29,Grand Princess,0,0,0,0,0.0,0.0
2020-01-29,Guam,0,0,0,0,0.0,0.0
2020-01-29,Hawaii,0,0,0,0,0.0,0.0
2020-01-29,Idaho,0,0,0,0,0.0,0.0
2020-01-29,Illinois,1,0,0,1,100.0,100.0
2020-01-29,Indiana,0,0,0,0,0.0,0.0
2020-01-29,Iowa,0,0,0,0,0.0,0.0
2020-01-29,Kansas,0,0,0,0,0.0,0.0
2020-01-29,Kentucky,0,0,0,0,0.0,0.0
2020-01-29,Louisiana,0,0,0,0,0.0,0.0
2020-01-29,Maine,0,0,0,0,0.0,0.0
2020-01-29,Maryland,0,0,0,0,0.0,0.0
2020-01-29,Massachusetts,0,0,0,0,0.0,0.0
2020-01-29,Michigan,0,0,0,0,0.0,0.0
2020-01-29,Minnesota,0,0,0,0,0.0,0.0
2020-01-29,Mississippi,0,0,0,0,0.0,0.0
2020-01-29,Missouri,0,0,0,0,0.0,0.0
2020-01-29,Montana,0,0,0,0,0.0,0.0
2020-01-29,Nebraska,0,0,0,0,0.0,0.0
2020-01-29,Nevada,0,0,0,0,0.0,0.0
2020-01-29,New Hampshire,0,0,0,0,0.0,0.0
2020-01-29,New Jersey,0,0,0,0,0.0,0.0
2020-01-29,New Mexico,0,0,0,0,0.0,0.0
2020-01-29,New York,0,0,0,0,0.0,0.0
2020-01-29,North Carolina,0,0,0,0,0.0,0.0
2020-01-29,North Dakota,0,0,0,0,0.0,0.0
2020-01-29,Northern Mariana Islands,0,0,0,0,0.0,0.0
2020-01-29,Ohio,0,0,0,0,0.0,0.0
2020-01-29,Oklahoma,0,0,0,0,0.0,0.0
2020-01-29,Oregon,0,0,0,0,0.0,0.0
2020-01-29,Pennsylvania,0,0,0,0,0.0,0.0
2020-01-29,Puerto Rico,0,0,0,0,0.0,0.0
2020-01-29,Recovered,0,0,0,0,0.0,0.0
2020-01-29,Rhode Island,0,0,0,0,0.0,0.0
2020-01-29,South Carolina,0,0,0,0,0.0,0.0
2020-01-29,South Dakota,0,0,0,0,0.0,0.0
2020-01-29,Tennessee,0,0,0,0,0.0,0.0
2020-01-29,Texas,0,0,0,0,0.0,0.0
2020-01-29,Utah,0,0,0,0,0.0,0.0
2020-01-29,Vermont,0,0,0,0,0.0,0.0
2020-01-29,Virgin Islands,0,0,0,0,0.0,0.0
2020-01-29,Virginia,0,0,0,0,0.0,0.0
2020-01-29,Washington,1,0,0,1,0.0,0.0
2020-01-29,West Virginia,0,0,0,0,0.0,0.0
2020-01-29,Wisconsin,0,0,0,0,0.0,0.0
2020-01-29,Wyoming,0,0,0,0,0.0,0.0
2020-01-30,Alabama,0,0,0,0,0.0,0.0
2020-01-30,Alaska,0,0,0,0,0.0,0.0
2020-01-30,American Samoa,0,0,0,0,0.0,0.0
2020-01-30,Arizona,1,0,0,1,100.0,100.0
2020-01-30,Arkansas,0,0,0,0,0.0,0.0
2020-01-30,California,2,0,0,2,100.0,100.0
2020-01-30,Colorado,0,0,0,0,0.0,0.0
2020-01-30,Connecticut,0,0,0,0,0.0,0.0
2020-01-30,Delaware,0,0,0,0,0.0,0.0
2020-01-30,Diamond Princess,0,0,0,0,0.0,0.0
2020-01-30,District of Columbia,0,0,0,0,0.0,0.0
2020-01-30,Florida,0,0,0,0,0.0,0.0
2020-01-30,Georgia,0,0,0,0,0.0,0.0
2020-01-30,Grand Princess,0,0,0,0,0.0,0.0
